rank,overallRarity,name,image,attributes
1,14.15778665635733,Renegade #290,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/290.png,BACKGROUND: Dark; BODY: Bronze; EXPRESSION: Chaos; HAIR: Mystic Wisps; OUTFIT: Saiyan Suit
492,6.717186016104807,Renegade #4901,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4901.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Vex; HAIR: Enchanted Elegance; OUTFIT: Corporate Suit
493,6.716815651353278,Renegade #595,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/595.png,BACKGROUND: Orange; BODY: Onyx; EXPRESSION: Smile; HAIR: Radiant Crest; OUTFIT: Sailor Fuku
494,6.7147163449250655,Renegade #4370,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4370.png,BACKGROUND: Off White; BODY: Onyx; EXPRESSION: Vex; HAIR: Wolf Hair; OUTFIT: Rebellious Rhapsody
495,6.712250855219628,Renegade #3342,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3342.png,BACKGROUND: Orange; BODY: Onyx; EXPRESSION: Enigma; HAIR: Radiant Crest; OUTFIT: Azure Dragon's Embrace
496,6.708182971025664,Renegade #121,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/121.png,BACKGROUND: Grey; BODY: Ivory; EXPRESSION: Chaos; HAIR: Radiant Crest; OUTFIT: Sakura Blossom Chiffon
497,6.706732473155359,Renegade #2505,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2505.png,BACKGROUND: Blue; BODY: Ivory; EXPRESSION: Smirk; HAIR: Spiky Hair; OUTFIT: Saiyan Suit
498,6.704032315346419,Renegade #1792,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1792.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Enigma; HAIR: Shadow Shroud; OUTFIT: Emerald Samurai Robe
499,6.703238840987485,Renegade #3740,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3740.png,BACKGROUND: Off White; BODY: Ivory; EXPRESSION: Mirth; HAIR: Undercut; OUTFIT: Saiyan Suit
500,6.702681883921273,Renegade #4485,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4485.png,BACKGROUND: Orange; BODY: Ivory; EXPRESSION: Vex; HAIR: Radiant Crest; OUTFIT: Sailor Fuku
501,6.700557466189414,Renegade #2577,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2577.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Chaos; HAIR: Ahoge; OUTFIT: Corporate Suit
502,6.698046170432352,Renegade #160,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/160.png,BACKGROUND: Orange; BODY: Onyx; EXPRESSION: Chaos; HAIR: Frostfire Fringe; OUTFIT: Crimson Commander's Cape
503,6.695229889871461,Renegade #2911,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2911.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Serene; HAIR: Shadow Shroud; OUTFIT: Moonlight Maestro's Doublet
504,6.694698893614298,Renegade #2254,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2254.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Smirk; HAIR: Shadow Shroud; OUTFIT: Crimson Fury Jacket
505,6.693613900417543,Renegade #4416,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4416.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Vex; HAIR: Lunar Tresses; OUTFIT: Corporate Suit
506,6.693365024563668,Renegade #2574,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2574.png,BACKGROUND: Blue; BODY: Bronze; EXPRESSION: Vex; HAIR: Mystic Mist; OUTFIT: Crusader's Mantle
507,6.692413963865741,Renegade #4708,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4708.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Mirth; HAIR: Sunbeam Silhouette; OUTFIT: Azure Dragon's Embrace
508,6.689078336442007,Renegade #1548,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1548.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Chaos; HAIR: Seraphic Curls; OUTFIT: Corporate Suit
509,6.687459589838433,Renegade #3313,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3313.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Smile; HAIR: Shadow Shroud; OUTFIT: Gray Wash Tunic
510,6.686868388744765,Renegade #4568,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4568.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Mirth; HAIR: Shadow Shroud; OUTFIT: Emerald Samurai Robe
511,6.686832315968207,Renegade #870,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/870.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Enigma; HAIR: Shadow Shroud; OUTFIT: Doubled Danger Peacoat
512,6.683635951253116,Renegade #2452,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2452.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Vex; HAIR: Shadow Shimmer; OUTFIT: Moonlight Maestro's Doublet
513,6.681248846607458,Renegade #4069,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4069.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Enigma; HAIR: Shadow Shroud; OUTFIT: Cosmic Spark Bolero
514,6.6767778791183545,Renegade #3464,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3464.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Smirk; HAIR: Sunbeam Silhouette; OUTFIT: Sailor Fuku
515,6.676606633895559,Renegade #896,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/896.png,BACKGROUND: Blue; BODY: Bronze; EXPRESSION: Enigma; HAIR: Shadow Shroud; OUTFIT: Moonlight Maestro's Doublet
516,6.675897565841635,Renegade #412,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/412.png,BACKGROUND: Cream; BODY: Ivory; EXPRESSION: Chaos; HAIR: Radiant Crest; OUTFIT: Azure Dragon's Embrace
517,6.675126612562046,Renegade #2203,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2203.png,BACKGROUND: Orange; BODY: Ivory; EXPRESSION: Enigma; HAIR: Spiky Hair; OUTFIT: Saiyan Suit
518,6.674663280946124,Renegade #1843,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1843.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Chaos; HAIR: Enchanted Elegance; OUTFIT: Hunter Vest
519,6.672038190727305,Renegade #3780,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3780.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Vex; HAIR: Eternal Flow; OUTFIT: Hunter Vest
520,6.671017915479135,Renegade #3385,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3385.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Enigma; HAIR: Shadow Shroud; OUTFIT: Professor Suit
521,6.670570680977395,Renegade #545,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/545.png,BACKGROUND: Red; BODY: Ivory; EXPRESSION: Smirk; HAIR: Aurora Veil; OUTFIT: Saiyan Suit
522,6.670130903686702,Renegade #1917,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1917.png,BACKGROUND: Off White; BODY: Onyx; EXPRESSION: Chaos; HAIR: Zoro; OUTFIT: Cosmic Spark Bolero
523,6.670106915850434,Renegade #1478,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1478.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Vex; HAIR: Ahoge; OUTFIT: Templar's Mantle
524,6.66712185039541,Renegade #924,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/924.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Vex; HAIR: Beanie; OUTFIT: Crimson Fang Coat
525,6.664661577362669,Renegade #2570,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2570.png,BACKGROUND: Blue; BODY: Bronze; EXPRESSION: Enigma; HAIR: Sunbeam Silhouette; OUTFIT: Azure Rose Bolero Jacket
526,6.664036743096942,Renegade #4620,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4620.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Chaos; HAIR: Galactic Gleam; OUTFIT: Crimson Fury Jacket
527,6.663965391454321,Renegade #4417,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4417.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Mirth; HAIR: Sunbeam Silhouette; OUTFIT: Scarlet Soiree
528,6.663167063507343,Renegade #3999,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3999.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Enigma; HAIR: Sunbeam Silhouette; OUTFIT: Yugao Nightshade Kimono
529,6.658688272173566,Renegade #2397,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2397.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Mirth; HAIR: Sunbeam Silhouette; OUTFIT: Shadow Stalker Trench
530,6.657140229146166,Renegade #682,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/682.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Serene; HAIR: Sunbeam Silhouette; OUTFIT: Summoner's Cloak
531,6.654944818759363,Renegade #2923,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2923.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Vex; HAIR: Mystic Mist; OUTFIT: Common Suit
532,6.654752031210799,Renegade #3177,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3177.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Vex; HAIR: Eternal Flow; OUTFIT: Corporate Suit
533,6.65466616474533,Renegade #2936,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2936.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Vex; HAIR: Lunar Tresses; OUTFIT: Common Suit
534,6.654404190469058,Renegade #3356,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3356.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Vex; HAIR: Phantom Veil; OUTFIT: Shadow Stalker Trench
535,6.6539916962149945,Renegade #4268,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4268.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Chaos; HAIR: Beanie; OUTFIT: Azure Ocean Attire
536,6.650596177857034,Renegade #1647,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1647.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Smile; HAIR: Shadow Shroud; OUTFIT: Sailor Fuku
537,6.650131854196535,Renegade #4129,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4129.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Chaos; HAIR: Beanie; OUTFIT: Yugao Nightshade Kimono
538,6.648421899847137,Renegade #3733,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3733.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Chaos; HAIR: Nebula Nexus; OUTFIT: Crusader's Mantle
539,6.648320118559448,Renegade #997,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/997.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Mirth; HAIR: Shadow Shroud; OUTFIT: Azure Rose Bolero Jacket
540,6.647949070067423,Renegade #255,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/255.png,BACKGROUND: Blue; BODY: Ivory; EXPRESSION: Smile; HAIR: Wolf Hair; OUTFIT: Saiyan Suit
541,6.646197798596354,Renegade #3925,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3925.png,BACKGROUND: Cream; BODY: Ivory; EXPRESSION: Smile; HAIR: Wolf Hair; OUTFIT: Saiyan Suit
542,6.645513998824574,Renegade #2716,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2716.png,BACKGROUND: Green; BODY: Ivory; EXPRESSION: Mirth; HAIR: Shadow Shroud; OUTFIT: Common Suit
543,6.644131011963395,Renegade #3529,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3529.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Vex; HAIR: Buzzcut; OUTFIT: Professor Suit
544,6.640530334201758,Renegade #1592,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1592.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Vex; HAIR: Side Part; OUTFIT: Corporate Suit
545,6.638980798268964,Renegade #4422,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4422.png,BACKGROUND: Orange; BODY: Ivory; EXPRESSION: Serene; HAIR: Starfall Strands; OUTFIT: Saiyan Suit
546,6.637974117651921,Renegade #1197,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1197.png,BACKGROUND: Orange; BODY: Onyx; EXPRESSION: Chaos; HAIR: Wolf Hair; OUTFIT: Summoner's Cloak
547,6.635606442848758,Renegade #3979,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3979.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Chaos; HAIR: Shadow Shimmer; OUTFIT: Hinata’s Heart
548,6.634407866324217,Renegade #4832,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4832.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Serene; HAIR: Shadow Shroud; OUTFIT: Summoner's Cloak
549,6.632869061620299,Renegade #8,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/8.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Smile; HAIR: Sunbeam Silhouette; OUTFIT: Rebellion Punk Rider
550,6.632451070696333,Renegade #1406,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1406.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Chaos; HAIR: Mystic Mist; OUTFIT: Corporate Suit
551,6.629203153693313,Renegade #1635,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1635.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Smirk; HAIR: Shadow Shroud; OUTFIT: Emerald Samurai Robe
552,6.628703860248532,Renegade #1862,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1862.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Vex; HAIR: Beanie; OUTFIT: Doubled Danger Peacoat
553,6.627182539511017,Renegade #539,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/539.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Chaos; HAIR: Ahoge; OUTFIT: Twilight Cloak
554,6.627014736875549,Renegade #1918,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1918.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Serene; HAIR: Sunbeam Silhouette; OUTFIT: Azure Rose Bolero Jacket
555,6.624247913707988,Renegade #3510,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3510.png,BACKGROUND: Red; BODY: Onyx; EXPRESSION: Chaos; HAIR: Wolf Hair; OUTFIT: Crimson Fang Coat
556,6.62125765786858,Renegade #3477,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3477.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Enigma; HAIR: Sunbeam Silhouette; OUTFIT: Summoner's Cloak
557,6.620868885471998,Renegade #1707,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1707.png,BACKGROUND: Off White; BODY: Ivory; EXPRESSION: Enigma; HAIR: Side Part; OUTFIT: Saiyan Suit
558,6.620834659398458,Renegade #2448,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2448.png,BACKGROUND: Blue; BODY: Bronze; EXPRESSION: Vex; HAIR: Nebula Nexus; OUTFIT: Cerulean Skies Chemise
559,6.620459862432545,Renegade #139,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/139.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Vex; HAIR: Shadow Shimmer; OUTFIT: Shogun's Regalia
560,6.619666681376226,Renegade #4063,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4063.png,BACKGROUND: Orange; BODY: Onyx; EXPRESSION: Vex; HAIR: Zoro; OUTFIT: Crimson Fang Coat
561,6.618737714832212,Renegade #4967,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4967.png,BACKGROUND: Off White; BODY: Onyx; EXPRESSION: Chaos; HAIR: Starfall Strands; OUTFIT: Crimson Fang Coat
562,6.6163000332414565,Renegade #2469,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2469.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Vex; HAIR: Galactic Gleam; OUTFIT: Shogun's Regalia
563,6.614975839092584,Renegade #2861,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2861.png,BACKGROUND: Green; BODY: Onyx; EXPRESSION: Mirth; HAIR: Enchanted Elegance; OUTFIT: Corporate Suit
564,6.614538053574986,Renegade #426,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/426.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Vex; HAIR: Seraphic Curls; OUTFIT: Hunter Vest
565,6.613114680024275,Renegade #982,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/982.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Chaos; HAIR: Scruffy; OUTFIT: Scarlet Soiree
566,6.612960350031647,Renegade #2963,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2963.png,BACKGROUND: Grey; BODY: Ivory; EXPRESSION: Enigma; HAIR: Side Part; OUTFIT: Saiyan Suit
567,6.610390139580593,Renegade #1020,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1020.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Enigma; HAIR: Phantom Veil; OUTFIT: Steel Spirit
568,6.609143969890422,Renegade #1890,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1890.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Chaos; HAIR: Beanie; OUTFIT: Twilight Cloak
569,6.6082065861245045,Renegade #3675,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3675.png,BACKGROUND: Blue; BODY: Ivory; EXPRESSION: Enigma; HAIR: Zoro; OUTFIT: Saiyan Suit
570,6.605557404507685,Renegade #3163,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3163.png,BACKGROUND: Cream; BODY: Ivory; EXPRESSION: Smirk; HAIR: Wolf Hair; OUTFIT: Saiyan Suit
571,6.60536411972944,Renegade #1181,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1181.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Vex; HAIR: Phantom Veil; OUTFIT: Crimson Fury Jacket
572,6.605153761684732,Renegade #1093,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1093.png,BACKGROUND: Blue; BODY: Bronze; EXPRESSION: Vex; HAIR: Buzzcut; OUTFIT: Common Suit
573,6.604783023198188,Renegade #2146,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2146.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Vex; HAIR: Lunar Tresses; OUTFIT: Twilight Cloak
574,6.604397154590858,Renegade #1178,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1178.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Enigma; HAIR: Shadow Shroud; OUTFIT: Shadow Stalker Trench
575,6.603960776597629,Renegade #2217,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2217.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Vex; HAIR: Nebula Nexus; OUTFIT: Crusader's Mantle
576,6.6035753440967735,Renegade #2106,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2106.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Vex; HAIR: Nebula Nexus; OUTFIT: Cerulean Skies Chemise
577,6.60239181353449,Renegade #673,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/673.png,BACKGROUND: Cream; BODY: Ivory; EXPRESSION: Serene; HAIR: Sunbeam Silhouette; OUTFIT: Corporate Suit
578,6.600521950278134,Renegade #3271,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3271.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Chaos; HAIR: Binding Bangs; OUTFIT: Crusader's Mantle
579,6.598680990695935,Renegade #3421,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3421.png,BACKGROUND: Green; BODY: Onyx; EXPRESSION: Serene; HAIR: Enchanted Elegance; OUTFIT: Azure Ocean Attire
580,6.598636419834085,Renegade #3895,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3895.png,BACKGROUND: Blue; BODY: Bronze; EXPRESSION: Vex; HAIR: Eternal Flow; OUTFIT: Crimson Fury Jacket
581,6.59745558428909,Renegade #4858,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4858.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Vex; HAIR: Compression; OUTFIT: Shogun's Regalia
